ident,name,coordinates,elevation_ft,iso_country,municipality,iata_code
PACD,Cold Bay Airport,"-162.72500610351562, 55.20610046386719",96,US,Cold Bay,CDB
PACL,Clear Airport,"-149.119995, 64.301201",552,US,Clear,
PACM,Scammon Bay Airport,"-165.570999146, 61.845298767100005",14,US,Scammon Bay,SCM
PACV,Merle K (Mudhole) Smith Airport,"-145.4779968, 60.4917984",54,US,Cordova,CDV
PACZ,Cape Romanzof LRRS Airport,"-166.0390015, 61.78030014",464,US,Cape Romanzof,CZF
PADE,Deering Airport,"-162.76600647, 66.0696029663",21,US,Deering,DRG
PADK,Adak Airport,"-176.64599609375, 51.87799835205078",18,US,Adak Island,ADK
PADL,Dillingham Airport,"-158.5050049, 59.04470062",81,US,Dillingham,DLG
PADM,Marshall Don Hunter Sr Airport,"-162.026000977, 61.8642997742",103,US,Marshall,MLL
PADQ,Kodiak Airport,"-152.4940033, 57.75",78,US,Kodiak,ADQ
PADU,Unalaska Airport,"-166.544006348, 53.900100708",22,US,Unalaska,DUT
PAED,Elmendorf Air Force Base,"-149.8070068359375, 61.250999450683594",212,US,Anchorage,EDF
PAEH,Cape Newenham LRRS Airport,"-162.06300354, 58.646400451699996",541,US,Cape Newenham,EHM
PAEI,Eielson Air Force Base,"-147.102005, 64.66570282",547,US,Fairbanks,EIL
PAEM,Emmonak Airport,"-164.4909973, 62.78609848",13,US,Emmonak,EMK
PAEN,Kenai Municipal Airport,"-151.2449951171875, 60.57310104370117",99,US,Kenai,ENA
PAFA,Fairbanks International Airport,"-147.8560028, 64.81510162",439,US,Fairbanks,FAI
PAFB,Ladd AAF Airfield,"-147.6139984, 64.83750153",454,US,Fairbanks/Ft Wainwright,FBK
PAFE,Kake Airport,"-133.910003662, 56.9613990784",172,US,Kake,
PAFM,Ambler Airport,"-157.856989, 67.1063",334,US,Ambler,ABL
PAGA,Edward G. Pitka Sr Airport,"-156.9369965, 64.73619843",153,US,Galena,GAL
PAGK,Gulkana Airport,"-145.4570007, 62.1548996",1586,US,Gulkana,GKN
PAGM,Gambell Airport,"-171.73300170898438, 63.76679992675781",27,US,Gambell,GAM
PAGS,Gustavus Airport,"-135.7070007, 58.4253006",35,US,Gustavus,GST
PAHC,Holy Cross Airport,"-159.77499389648438, 62.18830108642578",70,US,Holy Cross,HCR
PAHL,Huslia Airport,"-156.3509979, 65.69789886",220,US,Huslia,HSL
PAHN,Haines Airport,"-135.5240020751953, 59.24380111694336",15,US,Haines,HNS
PAHO,Homer Airport,"-151.4770050048828, 59.645599365234375",84,US,Homer,HOM
PAHP,Hooper Bay Airport,"-166.1470032, 61.52389908",13,US,Hooper Bay,HPB
PAII,Egegik Airport,"-157.375, 58.1855010986",92,US,Egegik,EGX
PAIK,Bob Baker Memorial Airport,"-160.43699646, 66.9759979248",166,US,Kiana,IAN
PAIL,Iliamna Airport,"-154.9109955, 59.75439835",192,US,Iliamna,ILI
PAIM,Indian Mountain LRRS Airport,"-153.7039948, 65.99279785",1273,US,Utopia Creek,UTO
PAJN,Juneau International Airport,"-134.5760040283203, 58.35499954223633",21,US,Juneau,JNU
PAKN,King Salmon Airport,"-156.6490021, 58.67679977",73,US,King Salmon,AKN
PAKP,Anaktuvuk Pass Airport,"-151.7429962, 68.13359833",2102,US,Anaktuvuk Pass,AKP
PAKT,Ketchikan International Airport,"-131.7140045, 55.35559845",89,US,Ketchikan,KTN
PAKW,Klawock Airport,"-133.076004028, 55.579200744599994",80,US,Klawock,KLW
PALU,Cape Lisburne LRRS Airport,"-166.1100006, 68.87509918",16,US,Cape Lisburne,LUR
PAMC,McGrath Airport,"-155.6060028, 62.95289993",341,US,McGrath,MCG
PAMR,Merrill Field,"-149.843994140625, 61.2135009765625",137,US,Anchorage,MRI
PAMY,Mekoryuk Airport,"-166.27099609375, 60.37139892578125",48,US,Mekoryuk,MYU
PANC,Ted Stevens Anchorage International Airport,"-149.99600219726562, 61.174400329589844",152,US,Anchorage,ANC
PANI,Aniak Airport,"-159.54299926757812, 61.581600189208984",88,US,Aniak,ANI
PANN,Nenana Municipal Airport,"-149.07400512695312, 64.54730224609375",362,US,Nenana,ENN
PANT,Annette Island Airport,"-131.57200622558594, 55.04240036010742",119,US,Annette,ANN
PANV,Anvik Airport,"-160.190994, 62.646702",291,US,Anvik,ANV
PAOM,Nome Airport,"-165.44500732421875, 64.51219940185547",37,US,Nome,OME
PAOR,Northway Airport,"-141.9290009, 62.9612999",1715,US,Northway,ORT
PAOT,Ralph Wien Memorial Airport,"-162.598999, 66.88469696",14,US,Kotzebue,OTZ
PAPB,St George Airport,"-169.662002563, 56.578300476100004",125,US,St George,STG
PAPC,Port Clarence Coast Guard Station,"-166.85899353, 65.2537002563",10,US,Port Clarence,KPC
PAPG,Petersburg James A Johnson Airport,"-132.9450073, 56.80170059",111,US,Petersburg,PSG
PAPH,Port Heiden Airport,"-158.63299560546875, 56.95909881591797",95,US,Port Heiden,PTH
PAPM,Platinum Airport,"-161.82000732421875, 59.01139831542969",15,US,Platinum,PTU
PAQT,Nuiqsut Airport,"-151.005996704, 70.2099990845",38,US,Nuiqsut,NUI
PARC,Arctic Village Airport,"-145.578995, 68.1147",2092,US,Arctic Village,ARC
PARY,Ruby Airport,"-155.4700012, 64.72720337",658,US,Ruby,RBY
PASA,Savoonga Airport,"-170.4929962158203, 63.6864013671875",53,US,Savoonga,SVA
PASC,Deadhorse Airport,"-148.4649963, 70.19470215",65,US,Deadhorse,SCC
PASD,Sand Point Airport,"-160.5229949951172, 55.314998626708984",21,US,Sand Point,SDP
PASH,Shishmaref Airport,"-166.089112, 66.249604",12,US,Shishmaref,SHH
PASI,Sitka Rocky Gutierrez Airport,"-135.36199951171875, 57.04710006713867",21,US,Sitka,SIT
PASK,Selawik Airport,"-159.9859924, 66.60009766",17,US,Selawik,WLK
PASM,St Mary's Airport,"-163.302002, 62.0605011",312,US,St Mary's,KSM
PASN,St Paul Island Airport,"-170.22000122070312, 57.167301177978516",63,US,St Paul Island,SNP
PASV,Sparrevohn LRRS Airport,"-155.5740051, 61.09740067",1585,US,Sparrevohn,SVW
PASX,Soldotna Airport,"-151.03399658203125, 60.47570037841797",113,US,Soldotna,SXQ
PASY,Eareckson Air Station,"174.1139984, 52.71229935",95,US,Shemya,SYA
PATG,Togiak Airport,"-160.39700317382812, 59.052799224853516",21,US,Togiak Village,TOG
PATK,Talkeetna Airport,"-150.09399414062, 62.320499420166",358,US,Talkeetna,TKA
PATL,Tatalina LRRS Airport,"-155.977005005, 62.894401550299996",964,US,Takotna,TLJ
PATQ,Atqasuk Edward Burnell Sr Memorial Airport,"-157.43600463867188, 70.46730041503906",96,US,Atqasuk,ATK
PAVD,Valdez Pioneer Field,"-146.2480011, 61.13389969",121,US,Valdez,VDZ
PAVL,Kivalina Airport,"-164.56300354003906, 67.73619842529297",13,US,Kivalina,KVL
PAWD,Seward Airport,"-149.41900634765625, 60.12689971923828",22,US,Seward,SWD
PAWG,Wrangell Airport,"-132.3699951, 56.48429871",49,US,Wrangell,WRG
PAWI,Wainwright Airport,"-159.994995117, 70.6380004883",41,US,Wainwright,AIN
PAWN,Noatak Airport,"-162.97500610351562, 67.56610107421875",88,US,Noatak,WTK
PAWS,Wasilla Airport,"-149.539993286, 61.5717010498",354,US,Wasilla,WWA
PAYA,Yakutat Airport,"-139.660003662, 59.5032997131",33,US,Yakutat,YAK
PCIS,Canton Island Airport,"-171.710006714, -2.7681200504300003",9,KI,Abariringa,CIS
PFYU,Fort Yukon Airport,"-145.25, 66.57150268554688",433,US,Fort Yukon,FYU
PG-OPU,Balimo Airport,"142.932998657, -8.05000019073",51,PG,Balimo,OPU
PG-VMU,Baimuru Airport,"144.819900513, -7.49686002731",27,PG,Baimuru,VMU
PGRO,Rota International Airport,"145.2429962158203, 14.174300193786621",607,MP,Rota Island,ROP
PGSN,Saipan International Airport,"145.729003906, 15.119000434899998",215,MP,Saipan Island,SPN
PGUA,Andersen Air Force Base,"144.929993, 13.584",627,GU,"Andersen, Mariana Island",UAM
PGUM,Antonio B. Won Pat International Airport,"144.796005249, 13.4834003448",298,GU,"Hagåtña, Guam International Airport",GUM
PGWT,Tinian International Airport,"145.61900329589844, 14.999199867248535",271,MP,Tinian Island,TIQ
PH-0001,Laguindingan Airport,"124.456496, 8.612203",190,PH,Cagayan de Oro City,CGY
PHBK,Barking Sands Airport,"-159.785003662, 22.022800445599998",23,US,Kekaha,BKH
PHDH,Dillingham Airfield,"-158.197006226, 21.5795001984",14,US,Mokuleia,HDH
PHHI,Wheeler Army Airfield,"-158.0399933, 21.48349953",837,US,Wahiawa,HHI
PHHN,Hana Airport,"-156.01400756835938, 20.79560089111328",78,US,Hana,HNM
PHJH,Kapalua Airport,"-156.67300415039062, 20.962900161743164",256,US,Lahaina,JHM
PHJR,Kalaeloa Airport,"-158.070009, 21.3074",30,US,Kapolei,JRF
PHKO,Kona International At Keahole Airport,"-156.04600524902344, 19.738800048828125",47,US,Kailua/Kona,KOA
PHLI,Lihue Airport,"-159.33900451660156, 21.97599983215332",153,US,Lihue,LIH
PHMK,Molokai Airport,"-157.0959930419922, 21.15290069580078",454,US,Kaunakakai,MKK
PHMU,Waimea Kohala Airport,"-155.66799926757812, 20.001300811767578",2671,US,Kamuela,MUE
PHNG,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,"-157.768005371, 21.4505004883",24,US,Kaneohe,NGF
PHNL,Daniel K Inouye International Airport,"-157.924228, 21.32062",13,US,Honolulu,HNL
PHNY,Lanai Airport,"-156.9510040283203, 20.785600662231445",1308,US,Lanai City,LNY
PHOG,Kahului Airport,"-156.429993, 20.8986",54,US,Kahului,OGG
PHSF,Bradshaw Army Airfield,"-155.554000854, 19.760099411",6190,US,Camp Pohakuloa,BSF
PHTO,Hilo International Airport,"-155.04800415039062, 19.721399307250977",38,US,Hilo,ITO
PHUP,Upolu Airport,"-155.86000061035156, 20.265300750732422",96,US,Hawi,UPP
PK-0001,(Under construction) New Islamabad International Airport,"72.851613, 33.560713",646,PK,Islamabad,
PKMJ,Marshall Islands International Airport,"171.27200317382812, 7.064760208129883",6,MH,Majuro Atoll,MAJ
PKSA,Kaieteur International Airport,"-59.491481781, 5.17275476456",1520,GY,Kaieteur Falls,KAI
PKWA,Bucholz Army Air Field,"167.73199462890625, 8.720120429992676",9,MH,Kwajalein,KWA
PLCH,Cassidy International Airport,"-157.35000610351562, 1.9861600399017334",5,KI,Banana,CXI
PMDY,Henderson Field,"-177.38099670410156, 28.20170021057129",13,UM,Sand Island,MDY
PPIZ,Point Lay LRRS Airport,"-163.0050049, 69.73290253",22,US,Point Lay,PIZ
PTKK,Chuuk International Airport,"151.84300231933594, 7.461870193481445",11,FM,Weno Island,TKK
PTPN,Pohnpei International Airport,"158.20899963378906, 6.985099792480469",10,FM,Pohnpei Island,PNI
PTRO,Babelthuap Airport,"134.54400634765625, 7.367650032043457",176,PW,Babelthuap Island,ROR
PTSA,Kosrae International Airport,"162.957993, 5.35698",11,FM,Okat,KSA
PTYA,Yap International Airport,"138.082993, 9.49891",91,FM,Yap Island,YAP
PWAK,Wake Island Airfield,"166.63600158691406, 19.282100677490234",14,UM,Wake Island,AWK
QA-0001,Hamad International Airport,"51.608056, 25.273056",13,QA,Doha,DOH
RCAY,Gangshan Air Force Base,"120.26300048828125, 22.782499313354492",34,TW,Gangshan,
RCBS,Kinmen Airport,"118.359001, 24.4279",93,TW,Shang-I,KNH
RCDC,Pingtung South Airport,"120.46199798583984, 22.672399520874023",78,TW,Pingtung,
RCDI,Longtan Air Base,"121.23799896240234, 24.855100631713867",790,TW,Longtan Township,
RCFG,Matsu Nangan Airport,"119.958, 26.1598",232,TW,Nangang Island,LZN
RCFN,Taitung Airport,"121.10199737548828, 22.7549991607666",143,TW,Taitung City,TTT
RCKH,Kaohsiung International Airport,"120.3499984741211, 22.57710075378418",31,TW,Kaohsiung City,KHH
RCKU,Chiayi Airport,"120.39299774169922, 23.46179962158203",85,TW,Chiayi City,CYI
RCKW,Hengchun Airport,"120.7300033569336, 22.041099548339844",46,TW,Hengchung,HCN
RCLY,Lanyu Airport,"121.53500366210938, 22.027000427246094",44,TW,Orchid Island,KYD
RCMQ,Taichung Ching Chuang Kang Airport,"120.62100219726562, 24.264699935913086",663,TW,Taichung City,RMQ
RCMT,Matsu Beigan Airport,"120.002998, 26.224199",41,TW,Beigan Island,MFK
RCNN,Tainan Airport,"120.20600128173828, 22.95039939880371",63,TW,Tainan City,TNN
RCPO,Hsinchu Air Base,"120.939002991, 24.8180007935",26,TW,Hsinchu City,HSZ
RCQC,Makung Airport,"119.62799835205078, 23.568700790405273",103,TW,Makung City,MZG
RCQS,Chihhang Air Base,"121.18199920654297, 22.793100357055664",121,TW,Taitung City,
RCSQ,Pingtung North Airport,"120.48200225830078, 22.700199127197266",97,TW,Pingtung,PIF
RCSS,Taipei Songshan Airport,"121.552001953125, 25.069400787353516",18,TW,Taipei City,TSA
RCTP,Taiwan Taoyuan International Airport,"121.233002, 25.0777",106,TW,Taipei,TPE
RCYU,Hualien Airport,"121.61799621582031, 24.023099899291992",52,TW,Hualien City,HUN
RJAA,Narita International Airport,"140.386001587, 35.7647018433",141,JP,Tokyo,NRT
RJAF,Matsumoto Airport,"137.92300415039062, 36.16680145263672",2182,JP,Matsumoto,MMJ
RJAH,Hyakuri Airport,"140.414993286, 36.181098938",105,JP,Omitama,IBR
RJAW,Iwo Jima Airport,"141.322998046875, 24.784000396728516",384,JP,,IWO
RJBB,Kansai International Airport,"135.24400329589844, 34.42729949951172",26,JP,Osaka,KIX
RJBD,Nanki Shirahama Airport,"135.363998413, 33.6622009277",298,JP,Shirahama,SHM
RJBE,Kobe Airport,"135.2239990234375, 34.6328010559082",22,JP,Kobe,UKB
RJBH,Hiroshimanishi Airport,"132.41400146484375, 34.36690139770508",15,JP,,HIW
RJBT,Tajima Airport,"134.78700256347656, 35.51279830932617",584,JP,Tajima,TJH
RJCB,Tokachi-Obihiro Airport,"143.216995239, 42.7332992554",505,JP,Obihiro,OBO
RJCC,New Chitose Airport,"141.69200134277344, 42.77519989013672",82,JP,Chitose / Tomakomai,CTS
RJCH,Hakodate Airport,"140.822006226, 41.7700004578",151,JP,Hakodate,HKD
RJCJ,Chitose Air Base,"141.666000366, 42.79449844359999",87,JP,,
RJCK,Kushiro Airport,"144.192993164, 43.041000366199995",327,JP,Kushiro,KUH
RJCM,Memanbetsu Airport,"144.164001465, 43.8805999756",135,JP,Ōzora,MMB
RJCN,Nakashibetsu Airport,"144.960006714, 43.5774993896",234,JP,Nakashibetsu,SHB
RJCO,Okadama Airport,"141.38134, 43.117447",25,JP,Sapporo,OKD
RJCS,Kenebetsu JASDF Airfield,"144.741354, 43.425154",,JP,Kenebetsu,
RJCT,Tokachi Airport,"143.1580047607422, 42.890499114990234",281,JP,,
RJCW,Wakkanai Airport,"141.800994873, 45.4042015076",30,JP,Wakkanai,WKJ
RJDB,Iki Airport,"129.785003662, 33.7490005493",41,JP,Iki,IKI
RJDC,Yamaguchi Ube Airport,"131.279006958, 33.930000305200004",23,JP,Ube,UBJ
RJDT,Tsushima Airport,"129.330993652, 34.2849006653",213,JP,Tsushima,TSJ
RJEB,Monbetsu Airport,"143.404006958, 44.303901672399995",80,JP,Monbetsu,MBE
RJEC,Asahikawa Airport,"142.44700622558594, 43.670799255371094",721,JP,Asahikawa / Hokkaidō,AKJ
RJEO,Okushiri Airport,"139.432998657, 42.0717010498",161,JP,Okushiri Island,OIR
RJER,Rishiri Airport,"141.186004639, 45.2420005798",112,JP,Rishiri,RIS
RJFA,Ashiya Airport,"130.6529998779297, 33.88309860229492",98,JP,,
RJFC,Yakushima Airport,"130.658996582, 30.3855991364",124,JP,Yakushima,KUM
RJFE,Fukue Airport,"128.83299255371094, 32.66630172729492",273,JP,Goto,FUJ
RJFF,Fukuoka Airport,"130.4510040283203, 33.585899353027344",32,JP,Fukuoka,FUK
RJFG,New Tanegashima Airport,"130.990997314, 30.605100631699997",768,JP,Tanegashima,TNE
RJFK,Kagoshima Airport,"130.718994140625, 31.80340003967285",906,JP,Kagoshima,KOJ
RJFM,Miyazaki Airport,"131.449005127, 31.877199173",20,JP,Miyazaki,KMI
RJFN,Nyutabaru Airport,"131.4510040283203, 32.08359909057617",259,JP,,
RJFO,Oita Airport,"131.736999512, 33.479400634799994",19,JP,Oita,OIT
RJFR,Kitakyūshū Airport,"131.035003662, 33.8459014893",21,JP,Kitakyūshū,KKJ
RJFS,Saga Airport,"130.302001953, 33.149700164799995",6,JP,Saga,HSG
RJFT,Kumamoto Airport,"130.85499572753906, 32.83729934692383",642,JP,Kumamoto,KMJ
RJFU,Nagasaki Airport,"129.914001465, 32.916900634799994",15,JP,Nagasaki,NGS
RJFY,Kanoya Airport,"130.84500122070312, 31.367599487304688",214,JP,,
RJFZ,Tsuiki Air Field,"131.039993286, 33.6850013733",55,JP,Tsuiki,
RJGG,Chubu Centrair International Airport,"136.80499267578125, 34.8583984375",15,JP,Tokoname,NGO
RJKA,Amami Airport,"129.71299743652344, 28.430599212646484",27,JP,Amami,ASJ
RJKB,Okierabu Airport,"128.701004028, 27.4255008698",101,JP,Okinoerabujima,OKE
RJKI,Kikai Airport,"129.927993774, 28.321300506599997",21,JP,Kikai,KKX
RJKN,Tokunoshima Airport,"128.88099670410156, 27.83639907836914",17,JP,Tokunoshima,TKN
RJNA,Nagoya Airport,"136.9239959716797, 35.255001068115234",52,JP,Nagoya,NKM
RJNF,Fukui Airport,"136.223999023, 36.1427993774",19,JP,,FKJ
RJNG,Gifu Airport,"136.8699951171875, 35.394100189208984",128,JP,Gifu,QGU
RJNH,Hamamatsu Airport,"137.7030029296875, 34.75019836425781",150,JP,,
RJNK,Komatsu Airport,"136.40699768066406, 36.39459991455078",36,JP,Kanazawa,KMQ
RJNO,Oki Airport,"133.3249969482422, 36.18109893798828",311,JP,Okinoshima,OKI
rjns,Mt. Fuji Shizuoka Airport,"138.18775177, 34.7960434679",433,JP,Makinohara / Shimada,FSZ
RJNT,Toyama Airport,"137.18800354003906, 36.64830017089844",95,JP,Toyama,TOY
RJNW,Noto Airport,"136.962005615, 37.2930984497",718,JP,Wajima,NTQ
RJNY,Shizuhama Airport,"138.29800415039062, 34.812801361083984",23,JP,,
RJOA,Hiroshima Airport,"132.919006348, 34.4361000061",1088,JP,Hiroshima,HIJ
RJOB,Okayama Airport,"133.854995728, 34.7569007874",806,JP,Okayama City,OKJ
RJOC,Izumo Airport,"132.88999939, 35.4136009216",15,JP,Izumo,IZO
RJOF,Hofu Airport,"131.5489959716797, 34.034698486328125",7,JP,,
RJOH,Miho Yonago Airport,"133.23599243164062, 35.4921989440918",20,JP,Yonago,YGJ
RJOI,Iwakuni Marine Corps Air Station,"132.235992, 34.143902",7,JP,Iwakuni,IWK
RJOK,Kōchi Ryōma Airport,"133.669006, 33.546101",42,JP,Nankoku,KCZ
RJOM,Matsuyama Airport,"132.6999969482422, 33.82720184326172",25,JP,Matsuyama,MYJ
RJOO,Osaka International Airport,"135.43800354003906, 34.785499572753906",50,JP,Osaka,ITM
RJOR,Tottori Airport,"134.167007446, 35.5301017761",65,JP,Tottori,TTJ
RJOS,Tokushima Airport/JMSDF Air Base,"134.606995, 34.132801",26,JP,Tokushima,TKS
RJOT,Takamatsu Airport,"134.01600647, 34.214199066199996",607,JP,Takamatsu,TAK
RJOW,Iwami Airport,"131.789993286, 34.676399231",184,JP,Masuda,IWJ
RJOY,Yao Airport,"135.60299682617188, 34.59629821777344",39,JP,Yao,
RJOZ,Ozuki Airport,"131.052001953125, 34.0452995300293",13,JP,,
RJSA,Aomori Airport,"140.6909942626953, 40.73469924926758",664,JP,Aomori,AOJ
RJSC,Yamagata Airport,"140.371002197, 38.411899566699994",353,JP,Yamagata,GAJ
RJSD,Sado Airport,"138.414001465, 38.0601997375",88,JP,Sado,SDS
RJSF,Fukushima Airport,"140.43099975585938, 37.22740173339844",1221,JP,Sukagawa,FKS
RJSH,Hachinohe Airport,"141.46600341796875, 40.556400299072266",152,JP,,HHE
RJSI,Hanamaki Airport,"141.13499450683594, 39.4286003112793",297,JP,,HNA
RJSK,Akita Airport,"140.218994140625, 39.6156005859375",313,JP,Akita,AXT
RJSM,Misawa Air Base,"141.367996216, 40.703201293899994",119,JP,Misawa,MSJ
RJSN,Niigata Airport,"139.121002197, 37.9558982849",29,JP,Niigata,KIJ
RJSR,Odate Noshiro Airport,"140.371002197, 40.1918983459",292,JP,Odate,ONJ
RJSS,Sendai Airport,"140.917007446, 38.1397018433",15,JP,Sendai,SDJ
RJST,Matsushima Air Base,"141.220001221, 38.4048995972",7,JP,Ishinomaki,
RJSY,Shonai Airport,"139.787002563, 38.81219863889999",86,JP,Shonai,SYO
RJTA,Atsugi Naval Air Facility,"139.4499969482422, 35.4546012878418",205,JP,,NJA
RJTE,Tateyama Airport,"139.828995, 34.987099",10,JP,,
RJTF,Chofu Airport,"139.5279998779297, 35.67169952392578",141,JP,Tokyo,
RJTH,Hachijojima Airport,"139.785995483, 33.1150016785",303,JP,Hachijojima,HAC
RJTJ,Iruma Air Base,"139.41099548339844, 35.84189987182617",295,JP,Tokyo,
RJTK,Kisarazu Airport,"139.91000366210938, 35.39830017089844",10,JP,,
RJTL,Shimofusa Airport,"140.01100158691406, 35.79890060424805",98,JP,,
RJTO,Oshima Airport,"139.36000061, 34.782001495399996",130,JP,Izu Oshima,OIM
RJTQ,Miyakejima Airport,"139.559997559, 34.073600769",67,JP,Miyakejima,MYE
RJTT,Tokyo Haneda International Airport,"139.779999, 35.552299",35,JP,Tokyo,HND
RJTU,Utsunomiya Airport,"139.87101, 36.5145",334,JP,,
RJTY,Yokota Air Base,"139.34800720214844, 35.74850082397461",463,JP,Fussa,OKO
RKJB,Muan International Airport,"126.382814, 34.991406",35,KR,Piseo-ri (Muan),MWX
RKJJ,Gwangju Airport,"126.805444, 35.123173",39,KR,Gwangju,KWJ
RKJK,Kunsan Air Base,"126.61599731445312, 35.90380096435547",29,KR,Kunsan,KUV
RKJY,Yeosu Airport,"127.61699676513672, 34.84230041503906",53,KR,Yeosu,RSU
RKNN,Gangneung Airport (K-18),"128.943915, 37.753601",35,KR,Gangneung,KAG
RKNW,Wonju/Hoengseong Air Base (K-38/K-46),"127.963858, 37.441201",329,KR,Wonju,WJU
RKNY,Yangyang International Airport,"128.669006, 38.061298",241,KR,Gonghang-ro,YNY
RKPC,Jeju International Airport,"126.49299621582031, 33.51129913330078",118,KR,Jeju City,CJU
RKPD,Jeongseok Airport,"126.711997986, 33.3996009827",1171,KR,Jeju Island,JDG
RKPK,Gimhae International Airport,"128.93800354, 35.1795005798",6,KR,Busan,PUS
RKPS,Sacheon Air Base/Airport,"128.071747, 35.088591",25,KR,Sacheon,HIN
RKPU,Ulsan Airport,"129.352005005, 35.59349823",45,KR,Ulsan,USN
RKSG,A 511 Airport,"127.03099822998047, 36.96220016479492",51,KR,,
RKSI,Incheon International Airport,"126.45099639892578, 37.46910095214844",23,KR,Seoul,ICN
RKSM,Seoul Air Base (K-16),"127.112718, 37.444744",92,KR,Simgok-dong,SSN
RKSO,Osan Air Base,"127.029999, 37.090599",38,KR,,OSN
RKSS,Gimpo International Airport,"126.791000366, 37.5583000183",58,KR,Seoul,GMP
RKSW,Suwon Airport,"127.00700378417969, 37.23939895629883",88,KR,,SWU
RKTH,Pohang Airport (G-815/K-3),"129.420383, 35.987955",70,KR,Pohang,KPO
RKTI,Jungwon Air Base/Chungju Airport,"127.886353, 37.03024",281,KR,Gimseang-ro,
RKTN,Daegu Airport,"128.65531, 35.896872",116,KR,Daegu,TAE
RKTU,Cheongju International Airport/Cheongju Air Base (K-59/G-513),"127.498741, 36.717008",191,KR,Cheongju,CJJ
RKTY,Yecheon Airbase,"128.34971, 36.630373",354,KR,Yecheon-ri,YEC
RMU,Región de Murcia International Airport,"-1.125, 37.803",632,ES,Corvera,RMU
ROAH,Naha Airport,"127.646003723, 26.1958007812",12,JP,Naha,OKA
RODN,Kadena Air Base,"127.767998, 26.3556",143,JP,,DNA
ROIG,Ishigaki Airport,"124.18699646, 24.344499588",93,JP,Ishigaki,ISG
